Label,Name,TargetEmo,ComparisonEmo,PercentageCorrect,PercentageFalse,Distance,Ttest,Label1,Label2,Soundtrack,Level,Trials
sad anger,85,3.65957446808511,1.23404255319149,0.74468085106383,0.0638297872340425,8.10786095593927,8.10786095593927,3,1,Oliwer Twist,9,160
sad anger,19,3.6865671641791,1.34328358208955,0.716417910447761,0.0447761194029851,8.08883770184539,8.08883770184539,3,1,Lethal weapon 3,9,161
sad tender,84,6.17021276595745,3.02127659574468,0.765957446808511,0.0851063829787234,8.08505454006285,8.08505454006285,3,4,Blanc,9,162
anger sad,7,4.64179104477612,2.07462686567164,0.761194029850746,0.104477611940299,8.04342093131586,8.04342093131586,1,3,Batman Returns,7,163
anger sad,5,6.13432835820895,2.95522388059702,0.776119402985075,0.119402985074627,7.90137963745185,7.90137963745185,1,3,The Fifth Element,8,164
sad tender,31,6.77611940298507,3.58208955223881,0.776119402985075,0.104477611940299,7.82651758011867,7.82651758011867,3,4,The English Patient,9,165
sad happy,96,3.46808510638298,1.08510638297872,0.765957446808511,0.0212765957446809,7.81331047425326,7.81331047425326,3,2,The Missing,10,166
sad anger,32,5.14925373134328,1.98507462686567,0.746268656716418,0.149253731343284,7.77071475586082,7.77071475586082,3,1,Running Scared,10,167
anger sad,20,4.17910447761194,1.38805970149254,0.701492537313433,0.0597014925373134,7.73952076530683,7.73952076530683,1,3,Man of Galilee CD1,8,168
sad anger,102,3.80851063829787,1.04255319148936,0.74468085106383,0.0212765957446809,7.73542646918052,7.73542646918052,3,1,Shakespeare In Love,10,169
sad happy,63,3.91489361702128,1.19148936170213,0.765957446808511,0.0212765957446809,7.65838722849885,7.65838722849885,3,2,Batman,10,170
happy anger,76,3.4468085106383,1,0.787234042553192,0,7.64233851263003,7.64233851263003,2,1,Juha,11,171
sad happy,85,3.65957446808511,1.23404255319149,0.702127659574468,0.0425531914893617,7.61251393166734,7.61251393166734,3,2,Oliwer Twist,10,172
tender happy,54,5.25531914893617,1.8936170212766,0.808510638297872,0.0638297872340425,7.60139603603767,7.60139603603767,4,2,Pride & Prejudice,9,173
happy sad,26,4.65671641791045,2.16417910447761,0.776119402985075,0.134328358208955,7.57527383416279,7.57527383416279,2,3,The Omen,12,174
sad happy,37,4.17910447761194,1.71641791044776,0.746268656716418,0.119402985074627,7.50093931993605,7.50093931993605,3,2,Batman,10,175
happy tender,80,4,1.65957446808511,0.787234042553192,0.106382978723404,7.4642960629731,7.4642960629731,2,4,Oliwer Twist,12,176
anger happy,94,4,1.02127659574468,0.702127659574468,0,7.45696092183086,7.45696092183086,1,2,Hellraiser,8,177
sad happy,58,5.06382978723404,1.76595744680851,0.787234042553192,0.0851063829787234,7.43093848764979,7.43093848764979,3,2,Vertigo OST,11,178
anger happy,66,3.82978723404255,1.06382978723404,0.702127659574468,0,7.34701395679752,7.34701395679752,1,2,The English Patient,8,179
sad anger,63,3.91489361702128,1.23404255319149,0.787234042553192,0.0638297872340425,7.34249949496791,7.34249949496791,3,1,Batman,11,180
sad tender,36,5.2089552238806,2.43283582089552,0.776119402985075,0.17910447761194,7.28787960340642,7.28787960340642,3,4,Angel Heart,11,181
happy tender,57,4.48936170212766,2.02127659574468,0.808510638297872,0.0425531914893617,7.23343415937094,7.23343415937094,2,4,Shakespeare In Love,12,182
sad anger,103,3.63829787234043,1.17021276595745,0.680851063829787,0.0212765957446809,7.23343415937094,7.23343415937094,3,1,The Fifth Element,11,183
anger tender,66,3.82978723404255,1.04255319148936,0.702127659574468,0,7.22369587717114,7.22369587717114,1,4,The English Patient,8,184
tender happy,48,4.43283582089552,1.94029850746269,0.761194029850746,0.0746268656716418,7.20820915553538,7.20820915553538,4,2,Dracula,9,185
tender sad,28,5.34328358208955,2.71641791044776,0.761194029850746,0.119402985074627,7.13329982194381,7.13329982194381,4,3,Grizzly Man,9,186
anger tender,11,2.7910447761194,1.07462686567164,0.552238805970149,0,7.0033948034334,7.0033948034334,1,4,Batman Returns,9,187
tender sad,107,5.8936170212766,2.42553191489362,0.851063829787234,0.106382978723404,6.9541925883052,6.9541925883052,4,3,The Godfarher,9,188
happy sad,53,4.78723404255319,1.85106382978723,0.808510638297872,0.127659574468085,6.88840429614554,6.88840429614554,2,3,Gladiator,12,189
anger happy,11,2.7910447761194,1.08955223880597,0.552238805970149,0,6.86011089376959,6.86011089376959,1,2,Batman Returns,9,190
tender happy,42,6.05970149253731,3.70149253731343,0.701492537313433,0.119402985074627,6.72714274945335,6.72714274945335,4,2,Pride & Prejudice,10,191
sad happy,78,4.85106382978723,1.72340425531915,0.787234042553192,0.106382978723404,6.71355522100253,6.71355522100253,3,2,Crouching Tiger,11,192
sad tender,90,5,2.42553191489362,0.787234042553192,0.0851063829787234,6.63509213502076,6.63509213502076,3,4,Batman Returns,11,193
anger happy,9,4.13432835820895,1.91044776119403,0.701492537313433,0.119402985074627,6.62921970491151,6.62921970491151,1,2,The Untouchables,9,194
happy tender,74,4.87234042553191,2.1063829787234,0.74468085106383,0.106382978723404,6.55944699797126,6.55944699797126,2,4,Shine,13,195
sad happy,65,3.27659574468085,1.25531914893617,0.74468085106383,0.0425531914893617,6.53267030011465,6.53267030011465,3,2,Big Fish,11,196
sad happy,19,3.6865671641791,1.49253731343284,0.671641791044776,0.119402985074627,6.50868933747952,6.50868933747952,3,2,Lethal weapon 3,12,197
happy sad,80,4,1.80851063829787,0.74468085106383,0.0851063829787234,6.48001043146363,6.48001043146363,2,3,Oliwer Twist,13,198
tender sad,29,5.3134328358209,2.8955223880597,0.701492537313433,0.194029850746269,6.44540484625887,6.44540484625887,4,3,The Portait of a Lady,10,199
happy anger,61,3,1.25531914893617,0.723404255319149,0.0851063829787234,6.39465337218497,6.39465337218497,2,1,Juha,13,200
happy sad,57,4.48936170212766,1.95744680851064,0.765957446808511,0.127659574468085,6.38745442997066,6.38745442997066,2,3,Shakespeare In Love,13,201
happy anger,57,4.48936170212766,1.46808510638298,0.829787234042553,0.106382978723404,6.35291946767554,6.35291946767554,2,1,Shakespeare In Love,14,202
anger tender,14,2.61194029850746,1.01492537313433,0.537313432835821,0.0149253731343284,6.32268966605735,6.32268966605735,1,4,The Alien Trilogy,9,203
anger happy,91,3.38297872340426,1.04255319148936,0.659574468085106,0,6.31933488583569,6.31933488583569,1,2,The Alien Trilogy,9,204
anger happy,68,3.12765957446809,1,0.659574468085106,0,6.31741792328333,6.31741792328333,1,2,Road To Perdition,10,205
anger tender,68,3.12765957446809,1.04255319148936,0.638297872340426,0,6.2889538094905,6.2889538094905,1,4,Road To Perdition,10,206
tender sad,44,5.47761194029851,2.86567164179104,0.701492537313433,0.149253731343284,6.21942515690571,6.21942515690571,4,3,Pride & Prejudice,10,207
anger tender,91,3.38297872340426,1.06382978723404,0.638297872340426,0.0212765957446809,6.10282836941881,6.10282836941881,1,4,The Alien Trilogy,10,208
sad anger,98,3.19148936170213,1.29787234042553,0.765957446808511,0.0638297872340425,6.09817951746503,6.09817951746503,3,1,Naked Lunch,12,209
anger tender,94,4,1.25531914893617,0.702127659574468,0.0425531914893617,6.02320158603143,6.02320158603143,1,4,Hellraiser,10,210
anger happy,14,2.61194029850746,1.07462686567164,0.522388059701492,0.0298507462686567,6.01701310805474,6.01701310805474,1,2,The Alien Trilogy,10,211
sad tender,65,3.27659574468085,1.57446808510638,0.723404255319149,0.0851063829787234,5.86931554493929,5.86931554493929,3,4,Big Fish,12,212
anger tender,13,2.13432835820896,1.05970149253731,0.477611940298507,0.0149253731343284,5.82258508116012,5.82258508116012,1,4,JFK,11,213
anger sad,10,4.41791044776119,2.2089552238806,0.686567164179104,0.149253731343284,5.81059350415042,5.81059350415042,1,3,Oliwer Twist,11,214
tender sad,51,4.95744680851064,2.51063829787234,0.723404255319149,0.148936170212766,5.80869927294253,5.80869927294253,4,3,Juha,11,215
sad tender,85,3.65957446808511,1.68085106382979,0.680851063829787,0.0638297872340425,5.80757039178556,5.80757039178556,3,4,Oliwer Twist,12,216
tender sad,47,5.38805970149254,3.52238805970149,0.671641791044776,0.149253731343284,5.72390230242189,5.72390230242189,4,3,Oliwer Twist,11,217
anger happy,62,2.93617021276596,1,0.638297872340426,0,5.70740594672137,5.70740594672137,1,2,Shakespeare In Love,11,218
anger sad,6,3.26865671641791,1.55223880597015,0.641791044776119,0.119402985074627,5.58529290041415,5.58529290041415,1,3,Crouching Tiger jne.,11,219
happy sad,59,4.31914893617021,2.02127659574468,0.659574468085106,0.148936170212766,5.45361411117565,5.45361411117565,2,3,Vertigo OST,14,220
tender happy,28,5.34328358208955,3.41791044776119,0.73134328358209,0.164179104477612,5.37867985929299,5.37867985929299,4,2,Grizzly Man,11,221
sad tender,96,3.46808510638298,1.59574468085106,0.659574468085106,0.127659574468085,5.28616312198588,5.28616312198588,3,4,The Missing,12,222
tender happy,30,4.70149253731343,2.86567164179104,0.701492537313433,0.17910447761194,5.22834373263623,5.22834373263623,4,2,Nostradamus,11,223
tender happy,45,4.3134328358209,2.61194029850746,0.686567164179104,0.164179104477612,5.07004402739293,5.07004402739293,4,2,Oliwer Twist,12,224
anger sad,66,3.82978723404255,1.74468085106383,0.574468085106383,0.106382978723404,5.00217442523914,5.00217442523914,1,3,The English Patient,11,225
happy tender,56,5.1063829787234,3.04255319148936,0.765957446808511,0.148936170212766,4.97002773280778,4.97002773280778,2,4,Man of Galilee CD1,14,226
anger sad,14,2.61194029850746,1.35820895522388,0.447761194029851,0.0597014925373134,4.90682494398539,4.90682494398539,1,3,The Alien Trilogy,12,227
tender happy,29,5.3134328358209,3.62686567164179,0.656716417910448,0.253731343283582,4.86056417502885,4.86056417502885,4,2,The Portait of a Lady,12,228
anger tender,97,2.46808510638298,1.02127659574468,0.425531914893617,0,4.83467330168916,4.83467330168916,1,4,Shallow Grave,12,229
sad happy,100,2.14893617021277,1,0.425531914893617,0,4.79830042001335,4.79830042001335,3,2,Cape Fear,12,230
tender sad,30,4.70149253731343,2.88059701492537,0.611940298507463,0.253731343283582,4.7944066062551,4.7944066062551,4,3,Nostradamus,12,231
happy anger,60,2.72340425531915,1.27659574468085,0.553191489361702,0.0851063829787234,4.737784497183,4.737784497183,2,1,Outbreak,14,232
sad tender,19,3.6865671641791,2.11940298507463,0.656716417910448,0.149253731343284,4.70573522468797,4.70573522468797,3,4,Lethal weapon 3,13,233
anger sad,94,4,2.04255319148936,0.617021276595745,0.106382978723404,4.69432385730331,4.69432385730331,1,3,Hellraiser,12,234
anger tender,62,2.93617021276596,1.17021276595745,0.595744680851064,0.0212765957446809,4.64552520020352,4.64552520020352,1,4,Shakespeare In Love,12,235
anger sad,97,2.46808510638298,1.19148936170213,0.425531914893617,0.0212765957446809,4.61538461538462,4.61538461538462,1,3,Shallow Grave,12,236
sad tender,78,4.85106382978723,2.74468085106383,0.680851063829787,0.170212765957447,4.52506869641109,4.52506869641109,3,4,Crouching Tiger,13,237
tender happy,47,5.38805970149254,3.74626865671642,0.611940298507463,0.223880597014925,4.52004676512345,4.52004676512345,4,2,Oliwer Twist,13,238
anger sad,13,2.13432835820896,1.2089552238806,0.477611940298507,0.0597014925373134,4.45691346897187,4.45691346897187,1,3,JFK,13,239
sad tender,63,3.91489361702128,2.31914893617021,0.617021276595745,0.148936170212766,4.45554999216697,4.45554999216697,3,4,Batman,13,240
sad anger,99,4.8936170212766,2.5531914893617,0.74468085106383,0.191489361702128,4.43327811018662,4.43327811018662,3,1,Dracula,13,241
anger happy,20,4.17910447761194,2.32835820895522,0.626865671641791,0.253731343283582,4.39397631887926,4.39397631887926,1,2,Man of Galilee CD1,13,242
tender sad,52,4.61702127659574,2.80851063829787,0.723404255319149,0.212765957446809,4.34083394340148,4.34083394340148,4,3,Blanc,13,243
tender happy,43,5.73134328358209,4.25373134328358,0.597014925373134,0.194029850746269,4.29770587949237,4.29770587949237,4,2,Dances with Wolves,13,244
sad tender,16,2.1044776119403,1.22388059701493,0.388059701492537,0.0597014925373134,4.2366149518218,4.2366149518218,3,4,Running Scared,13,245
sad tender,50,5.28358208955224,3.6865671641791,0.671641791044776,0.208955223880597,4.22395014373675,4.22395014373675,3,4,Oliwer Twist,13,246
anger tender,12,2.28358208955224,1.26865671641791,0.417910447761194,0.0746268656716418,4.14603317377791,4.14603317377791,1,4,JFK,13,247
anger tender,70,2.17021276595745,1.06382978723404,0.382978723404255,0.0212765957446809,4.13917653273523,4.13917653273523,1,4,Grizzle Man,13,248
anger happy,70,2.17021276595745,1.04255319148936,0.382978723404255,0.0212765957446809,4.12930997196263,4.12930997196263,1,2,Grizzle Man,13,249
anger happy,15,2,1.04477611940298,0.328358208955224,0.0149253731343284,4.12727567977498,4.12727567977498,1,2,Hannibal,14,250
anger tender,15,2,1.05970149253731,0.343283582089552,0.0149253731343284,4.10728421425794,4.10728421425794,1,4,Hannibal,14,251
tender happy,83,4.25531914893617,2.42553191489362,0.553191489361702,0.106382978723404,4.07162268575999,4.07162268575999,4,2,Big Fish,13,252
anger sad,11,2.7910447761194,1.59701492537313,0.477611940298507,0.134328358208955,4.02848318968687,4.02848318968687,1,3,Batman Returns,14,253
anger happy,12,2.28358208955224,1.28358208955224,0.417910447761194,0.149253731343284,3.97402279093328,3.97402279093328,1,2,JFK,14,254
happy tender,59,4.31914893617021,2.59574468085106,0.680851063829787,0.127659574468085,3.93169242004027,3.93169242004027,2,4,Vertigo OST,15,255
sad happy,98,3.19148936170213,1.78723404255319,0.617021276595745,0.0851063829787234,3.87914450500596,3.87914450500596,3,2,Naked Lunch,14,256
tender happy,110,4.85106382978723,3.23404255319149,0.617021276595745,0.191489361702128,3.80186006048177,3.80186006048177,4,2,Big Fish,14,257
anger tender,64,2.1063829787234,1.14893617021277,0.361702127659574,0.0212765957446809,3.76366124742935,3.76366124742935,1,4,The Fifth Element,14,258
tender happy,107,5.8936170212766,4.25531914893617,0.617021276595745,0.25531914893617,3.74002588491824,3.74002588491824,4,2,The Godfarher,14,259
sad happy,103,3.63829787234043,2.06382978723404,0.574468085106383,0.276595744680851,3.71904826653076,3.71904826653076,3,2,The Fifth Element,14,260
sad tender,100,2.14893617021277,1.19148936170213,0.361702127659574,0.0851063829787234,3.63596848419411,3.63596848419411,3,4,Cape Fear,14,261
anger happy,13,2.13432835820896,1.3134328358209,0.447761194029851,0.0895522388059701,3.6323399806641,3.6323399806641,1,2,JFK,15,262
sad tender,104,5.59574468085106,3.78723404255319,0.659574468085106,0.276595744680851,3.52441667963351,3.52441667963351,3,4,Crouching Tiger,14,263
anger sad,68,3.12765957446809,1.78723404255319,0.595744680851064,0.127659574468085,3.51417583768681,3.51417583768681,1,3,Road To Perdition,15,264
sad tender,38,4.07462686567164,2.70149253731343,0.611940298507463,0.26865671641791,3.36651369902112,3.36651369902112,3,4,Dracula,14,265
anger sad,91,3.38297872340426,2.12765957446809,0.553191489361702,0.106382978723404,3.31014010396375,3.31014010396375,1,3,The Alien Trilogy,15,266
sad happy,16,2.1044776119403,1.37313432835821,0.417910447761194,0.134328358208955,3.27019200606208,3.27019200606208,3,2,Running Scared,14,267
tender sad,48,4.43283582089552,3.14925373134328,0.611940298507463,0.283582089552239,3.17307367048032,3.17307367048032,4,3,Dracula,14,268
sad tender,37,4.17910447761194,3.04477611940298,0.537313432835821,0.328358208955224,3.12190328234404,3.12190328234404,3,4,Batman,14,269
tender sad,110,4.85106382978723,3.27659574468085,0.617021276595745,0.319148936170213,3.02553514705824,3.02553514705824,4,3,Big Fish,15,270
anger happy,97,2.46808510638298,1.53191489361702,0.361702127659574,0.170212765957447,2.95627275078541,2.95627275078541,1,2,Shallow Grave,15,271
tender happy,52,4.61702127659574,3.34042553191489,0.617021276595745,0.297872340425532,2.86449497878774,2.86449497878774,4,2,Blanc,15,272
sad anger,8,5.14925373134328,3.80597014925373,0.522388059701492,0.343283582089552,2.79265368944396,2.79265368944396,3,1,Man of Galilee CD1,15,273
anger sad,12,2.28358208955224,1.56716417910448,0.402985074626866,0.149253731343284,2.74316252117464,2.74316252117464,1,3,JFK,15,274
sad happy,102,3.80851063829787,2.40425531914894,0.531914893617021,0.297872340425532,2.74132294433701,2.74132294433701,3,2,Shakespeare In Love,15,275
happy tender,53,4.78723404255319,3.59574468085106,0.531914893617021,0.276595744680851,2.661554715248,2.661554715248,2,4,Gladiator,15,276
anger happy,64,2.1063829787234,1.27659574468085,0.361702127659574,0.0851063829787234,2.60934482588964,2.60934482588964,1,2,The Fifth Element,16,277
happy tender,61,3,2.17021276595745,0.595744680851064,0.212765957446809,2.57426169259876,2.57426169259876,2,4,Juha,15,278
tender sad,45,4.3134328358209,3.3134328358209,0.522388059701492,0.358208955223881,2.47138317681209,2.47138317681209,4,3,Oliwer Twist,15,279
sad tender,108,5.12765957446809,4.08510638297872,0.595744680851064,0.276595744680851,2.45494154063074,2.45494154063074,3,4,Gladiator,15,280
happy sad,76,3.4468085106383,2.25531914893617,0.680851063829787,0.276595744680851,2.41726346725448,2.41726346725448,2,3,Juha,15,281
happy tender,76,3.4468085106383,2.48936170212766,0.574468085106383,0.25531914893617,2.34012616672488,2.34012616672488,2,4,Juha,16,282
sad anger,65,3.27659574468085,2.36170212765957,0.617021276595745,0.212765957446809,2.28150458204553,2.28150458204553,3,1,Big Fish,15,283
sad tender,40,5.32835820895522,4.46268656716418,0.537313432835821,0.313432835820896,2.09392773380503,2.09392773380503,3,4,The English Patient,15,284
happy tender,60,2.72340425531915,2.02127659574468,0.468085106382979,0.191489361702128,2.0738014544617,2.0738014544617,2,4,Outbreak,16,285
sad tender,103,3.63829787234043,2.74468085106383,0.51063829787234,0.234042553191489,2.02634205884879,2.02634205884879,3,4,The Fifth Element,15,286
anger sad,64,2.1063829787234,1.5531914893617,0.297872340425532,0.234042553191489,1.93001659662519,1.93001659662519,1,3,The Fifth Element,16,287
anger happy,6,3.26865671641791,2.55223880597015,0.507462686567164,0.298507462686567,1.84104417435482,1.84104417435482,1,2,Crouching Tiger jne.,16,288
happy sad,61,3,2.31914893617021,0.659574468085106,0.191489361702128,1.79742232747889,1.79742232747889,2,3,Juha,16,289
anger sad,70,2.17021276595745,1.68085106382979,0.297872340425532,0.148936170212766,1.60997900041086,1.60997900041086,1,3,Grizzle Man,16,290
sad anger,96,3.46808510638298,2.74468085106383,0.595744680851064,0.297872340425532,1.53304160576734,1.53304160576734,3,1,The Missing,16,291
sad tender,58,5.06382978723404,4.29787234042553,0.531914893617021,0.382978723404255,1.40953986799668,1.40953986799668,3,4,Vertigo OST,16,292
anger sad,15,2,1.70149253731343,0.238805970149254,0.238805970149254,1.24543820951705,1.24543820951705,1,3,Hannibal,16,293
tender sad,54,5.25531914893617,4.57446808510638,0.446808510638298,0.425531914893617,1.2156176162685,1.2156176162685,4,3,Pride & Prejudice,15,294
sad tender,102,3.80851063829787,3.29787234042553,0.425531914893617,0.404255319148936,1.20578063341086,1.20578063341086,3,4,Shakespeare In Love,16,295
sad tender,46,4.80597014925373,4.40298507462687,0.492537313432836,0.462686567164179,1.0884769512401,1.0884769512401,3,4,Batman,16,296
sad anger,16,2.1044776119403,1.88059701492537,0.328358208955224,0.238805970149254,0.871768047803389,0.871768047803389,3,1,Running Scared,16,297
tender sad,39,5.08955223880597,4.77611940298507,0.462686567164179,0.417910447761194,0.814753571232693,0.814753571232693,4,3,Shakespeare In Love,16,298
happy tender,26,4.65671641791045,4.34328358208955,0.462686567164179,0.373134328358209,0.754844189097343,0.754844189097343,2,4,The Omen,16,299
tender happy,51,4.95744680851064,4.63829787234043,0.446808510638298,0.425531914893617,0.707277641834489,0.707277641834489,4,2,Juha,16,300
sad tender,98,3.19148936170213,2.8936170212766,0.48936170212766,0.319148936170213,0.684157767852903,0.684157767852903,3,4,Naked Lunch,16,301
happy sad,60,2.72340425531915,2.46808510638298,0.48936170212766,0.446808510638298,0.589953724647726,0.589953724647726,2,3,Outbreak,16,302
tender sad,83,4.25531914893617,3.95744680851064,0.404255319148936,0.51063829787234,0.573211504221111,0.573211504221111,4,3,Big Fish,16,303
tender happy,49,5.11940298507463,4.92537313432836,0.447761194029851,0.432835820895522,0.543068431225921,0.543068431225921,4,2,Juha,16,304
anger sad,62,2.93617021276596,2.74468085106383,0.297872340425532,0.404255319148936,0.452440913174632,0.452440913174632,1,3,Shakespeare In Love,16,305
sad anger,100,2.14893617021277,2.1063829787234,0.276595744680851,0.319148936170213,0.127741313625667,0.127741313625667,3,1,Cape Fear,16,306
